Datetime;Branch;Gender;Age;NPS;CSI;Loyalty;CES;Account Opening;ATM Service;Mobile Banking;Internet Banking;Customer Service;Loan Application;Complaint Handling;Branch Cleanliness;Staff Friendliness;Transaction Speed;Improvement_Feedback
19/07/2025 09.29;Tanah Sareal;Female;41;8;5;4;4;4;5;3;4;3;5;4;5;5;4;overall good
07/07/2025 01.11;Bogor Tengah;Male;59;10;4;4;3;3;3;3;4;4;4;4;3;4;4;overall good
04/07/2025 04.50;Cijeruk;Female;28;8;4;4;4;4;4;3;4;4;4;3;3;4;4;overall good
14/07/2025 06.21;Ciomas;Male;61;10;4;4;4;4;4;3;4;3;4;4;5;3;4;overall good
19/07/2025 07.25;Tanah Sareal;Female;35;9;4;4;5;4;4;4;4;4;4;4;4;4;4;overall good
06/07/2025 23.53;Cibinong;Male;45;6;3;4;4;3;3;4;4;4;4;4;3;3;4;overall good
29/07/2025 14.01;Baranangsiang;Female;54;8;5;5;5;5;5;5;5;4;4;5;5;4;4;overall good
27/07/2025 18.35;Caringin;Male;27;8;4;4;4;4;4;3;4;5;4;4;5;4;4;overall good
09/07/2025 06.56;Cileungsi;Female;59;9;4;4;4;4;4;4;4;5;5;5;5;4;3;overall good
24/07/2025 03.35;Ciomas;Male;45;10;4;4;4;4;2;4;4;4;4;3;3;4;4;improve ATM Service
07/07/2025 03.13;Sukaraja;Female;29;9;4;4;4;5;3;4;4;4;4;4;4;4;5;overall good
03/07/2025 13.35;Tanah Sareal;Male;45;8;3;4;3;5;4;3;3;3;4;3;3;4;4;overall good
23/07/2025 05.21;Bojonggede;Female;36;8;4;3;3;4;4;2;3;3;3;4;3;3;3;improve Mobile Banking
23/07/2025 18.02;Baranangsiang;Male;49;6;4;4;4;4;4;4;4;4;3;4;4;4;4;overall good
26/07/2025 06.32;Ciawi;Female;39;10;4;4;4;3;4;4;5;4;3;4;4;4;4;overall good
15/07/2025 20.07;Cibinong;Male;40;7;4;4;4;5;5;4;4;5;4;4;3;3;4;overall good
04/07/2025 20.35;Gunung Putri;Female;41;5;4;4;4;4;4;5;4;5;4;4;4;4;4;overall good
28/07/2025 22.17;Bogor Timur;Male;36;1;4;4;5;3;5;4;4;4;4;4;4;5;4;overall good
01/07/2025 12.27;Bogor Barat;Female;26;8;4;4;3;4;3;3;3;2;3;4;4;3;4;improve Customer Service
24/07/2025 06.50;Gunung Putri;Male;64;7;3;5;3;4;3;4;3;3;4;4;4;4;5;overall good
20/07/2025 16.24;Caringin;Female;53;7;4;3;4;4;4;4;3;4;4;3;4;3;4;overall good
21/07/2025 15.08;Bogor Tengah;Male;60;9;5;5;4;5;5;4;4;5;5;4;4;4;3;overall good
30/07/2025 11.38;Cijeruk;Female;43;9;4;3;4;4;5;4;5;4;4;4;4;3;4;overall good
26/07/2025 09.56;Babakan Madang;Male;31;6;3;4;4;4;3;4;4;4;4;4;3;4;4;overall good
25/07/2025 22.29;Cibinong;Female;32;9;3;3;3;4;3;3;3;4;4;4;3;4;3;overall good
09/07/2025 06.37;Bojonggede;Male;24;10;4;4;4;5;4;5;5;3;4;4;5;4;4;overall good
27/07/2025 04.07;Bojonggede;Female;28;9;4;3;3;4;3;3;3;3;4;3;4;3;3;overall good
13/07/2025 20.27;Bogor Selatan;Male;39;10;5;5;4;4;4;5;5;5;4;5;5;4;4;overall good
20/07/2025 02.36;Yasmin;Female;21;4;3;4;4;3;4;3;4;4;4;4;4;4;5;overall good
26/07/2025 00.38;Yasmin;Male;40;5;4;3;3;3;3;4;3;4;3;4;4;4;3;overall good
24/07/2025 16.52;Bogor Barat;Female;50;6;4;3;4;4;4;5;4;4;4;4;4;3;3;overall good
16/07/2025 22.47;Bogor Barat;Male;43;10;4;4;4;4;4;4;4;3;4;3;4;4;4;overall good
10/07/2025 00.53;Dramaga;Female;43;10;3;4;4;4;5;3;4;5;3;4;4;4;3;overall good
24/07/2025 21.16;Leuwiliang;Male;43;10;4;5;4;5;3;4;5;4;4;4;4;4;4;overall good
20/07/2025 22.31;Yasmin;Female;26;7;4;5;3;4;4;4;4;3;4;4;5;5;3;overall good
11/07/2025 23.25;Bogor Selatan;Male;52;10;4;3;4;3;4;3;3;4;5;3;4;4;4;overall good
21/07/2025 19.03;Caringin;Female;46;10;4;3;4;4;3;3;3;4;4;4;3;3;4;overall good
22/07/2025 06.58;Baranangsiang;Male;55;0;4;4;4;3;3;4;3;4;3;3;3;5;4;overall good
01/07/2025 06.46;Babakan Madang;Female;31;10;4;4;4;5;4;4;4;4;3;3;3;3;5;overall good
02/07/2025 22.54;Bojonggede;Male;33;10;4;4;3;5;5;3;5;3;3;5;4;4;5;overall good
02/07/2025 12.49;Tanah Sareal;Female;46;10;4;4;4;4;4;3;4;4;5;4;4;4;4;overall good
13/07/2025 21.40;Baranangsiang;Male;63;10;4;2;3;4;3;4;3;3;4;3;4;4;3;overall good
07/07/2025 04.28;Bogor Selatan;Female;47;8;4;4;3;4;4;4;4;4;4;4;4;4;4;overall good
07/07/2025 09.06;Ciomas;Male;46;8;3;3;3;3;3;4;4;3;4;4;4;3;3;overall good
08/07/2025 13.13;Bogor Selatan;Female;27;7;4;5;4;3;3;4;3;4;3;3;4;3;4;overall good
03/07/2025 12.37;Bojonggede;Male;53;9;4;4;4;3;3;4;4;4;3;3;4;5;4;overall good
01/07/2025 09.21;Ciomas;Female;48;5;4;5;4;3;4;4;3;4;3;3;4;4;4;overall good
05/07/2025 00.15;Gunung Putri;Male;51;10;3;4;4;3;3;3;4;3;3;3;4;4;4;overall good
13/07/2025 02.38;Gunung Putri;Female;36;7;4;4;4;4;5;4;4;3;4;3;4;3;4;overall good
13/07/2025 00.11;Cileungsi;Male;28;5;4;3;4;3;4;3;3;4;3;3;3;3;3;overall good
25/07/2025 09.15;Gunung Putri;Female;33;9;4;4;4;5;5;4;5;4;5;4;4;3;4;overall good
12/07/2025 03.15;Kemang;Male;32;9;4;3;4;4;3;4;4;4;4;3;3;5;4;overall good
10/07/2025 07.54;Bogor Selatan;Female;29;10;4;4;4;4;4;4;4;4;4;4;5;4;4;overall good
05/07/2025 09.56;Tanah Sareal;Male;48;9;4;4;4;4;3;3;4;4;4;4;4;4;4;overall good
31/07/2025 17.51;Bogor Barat;Female;45;8;3;4;4;5;4;4;4;3;5;5;4;4;5;overall good
03/07/2025 23.28;Cibinong;Male;35;10;4;5;5;4;4;4;4;3;4;3;4;3;4;overall good
06/07/2025 08.13;Ciawi;Female;48;8;5;4;4;4;4;4;4;5;5;4;4;5;4;overall good
21/07/2025 07.05;Cileungsi;Male;44;10;4;4;3;5;4;4;3;4;4;4;5;4;4;overall good
02/07/2025 23.38;Cibinong;Female;41;1;4;4;4;4;5;4;4;4;5;4;4;4;4;overall good
11/07/2025 06.58;Bogor Tengah;Male;24;8;4;4;3;4;3;3;3;4;3;3;4;4;3;overall good
21/07/2025 22.02;Dramaga;Female;51;9;3;3;4;3;2;5;3;3;3;3;3;4;4;improve ATM Service
17/07/2025 05.28;Baranangsiang;Male;37;2;4;3;4;4;3;4;3;4;3;4;4;4;5;overall good
27/07/2025 18.51;Dramaga;Female;28;9;4;5;5;5;5;4;4;4;5;5;4;5;4;overall good
29/07/2025 14.07;Tanah Sareal;Male;42;10;4;4;4;3;4;4;4;3;3;4;4;4;4;overall good
11/07/2025 04.42;Ciawi;Female;59;10;5;4;5;5;5;5;5;4;5;5;5;4;4;overall good
07/07/2025 08.01;Sukaraja;Male;45;9;3;4;3;3;4;4;4;2;3;2;3;4;3;improve Customer Service, Complaint Handling
10/07/2025 08.46;Kemang;Female;28;9;4;5;4;4;3;5;4;4;4;4;4;5;5;overall good
15/07/2025 15.14;Babakan Madang;Male;27;10;4;4;3;4;4;4;4;3;3;4;5;4;4;overall good
03/07/2025 03.02;Caringin;Female;33;7;4;4;4;5;3;4;4;4;4;4;4;3;4;overall good
28/07/2025 04.51;Tanah Sareal;Male;33;10;4;4;4;4;4;3;3;3;3;4;3;4;4;overall good
22/07/2025 04.07;Bojonggede;Female;44;9;4;3;4;3;4;4;3;3;3;4;4;4;3;overall good
09/07/2025 02.29;Bogor Timur;Male;51;9;4;4;3;3;3;4;4;3;4;4;3;3;3;overall good
15/07/2025 01.28;Kemang;Female;38;7;4;3;4;4;3;4;3;3;3;4;4;3;4;overall good
20/07/2025 07.06;Bogor Barat;Male;57;9;4;4;3;4;4;4;4;3;4;3;4;3;4;overall good
09/07/2025 00.50;Caringin;Female;64;7;4;4;4;3;4;5;4;3;4;4;3;4;4;overall good
20/07/2025 11.01;Babakan Madang;Male;53;8;3;3;3;3;3;3;3;3;3;4;4;4;3;overall good
08/07/2025 18.25;Kemang;Female;38;9;4;4;4;4;4;4;5;4;5;4;3;5;5;overall good
25/07/2025 21.27;Sukaraja;Male;34;7;4;4;4;4;3;2;4;3;4;3;3;3;4;improve Mobile Banking
15/07/2025 17.29;Babakan Madang;Female;53;8;4;4;4;4;5;5;4;5;3;4;4;3;5;overall good
09/07/2025 07.21;Cibinong;Male;39;7;4;4;4;5;4;4;5;3;4;3;4;4;4;overall good
02/07/2025 21.32;Cibinong;Female;23;8;4;3;3;4;3;4;4;3;3;3;3;4;4;overall good
03/07/2025 12.01;Tanah Sareal;Male;38;2;4;4;4;4;3;4;4;3;4;4;3;5;4;overall good
17/07/2025 20.49;Cibinong;Female;34;7;4;4;4;4;4;4;5;4;4;4;5;3;4;overall good
07/07/2025 11.40;Kemang;Male;44;10;4;4;4;3;4;4;3;4;3;4;4;3;4;overall good
31/07/2025 09.17;Gunung Putri;Female;60;9;4;4;3;3;3;4;4;4;3;4;4;3;4;overall good
09/07/2025 13.54;Bogor Tengah;Male;43;10;3;3;3;3;4;3;3;3;3;4;4;4;3;overall good
19/07/2025 13.02;Cileungsi;Female;22;7;4;4;4;3;4;4;3;4;4;3;3;3;3;overall good
22/07/2025 11.10;Cileungsi;Male;61;7;4;4;4;4;4;3;4;4;4;4;4;4;4;overall good
08/07/2025 13.20;Cibinong;Female;41;10;4;4;4;4;3;4;4;4;4;4;5;4;3;overall good
18/07/2025 21.29;Babakan Madang;Male;35;8;4;4;4;5;3;4;4;4;5;4;4;5;4;overall good
23/07/2025 07.13;Tanah Sareal;Female;51;9;4;4;4;4;5;4;4;4;3;4;4;4;4;overall good
09/07/2025 18.11;Baranangsiang;Male;32;10;3;3;3;4;4;3;3;3;3;3;4;3;4;overall good
20/07/2025 03.16;Dramaga;Female;22;9;4;3;3;4;3;4;4;5;3;3;4;3;3;overall good
21/07/2025 16.47;Kemang;Male;33;9;4;4;4;4;4;4;4;4;4;4;3;4;4;overall good
05/07/2025 20.46;Cibinong;Female;50;3;3;3;3;3;3;2;3;4;4;3;3;4;3;improve Mobile Banking
01/07/2025 13.44;Ciawi;Male;29;6;3;3;4;4;4;5;4;3;3;4;4;4;2;improve Transaction Speed
06/07/2025 08.12;Kemang;Female;27;9;4;3;4;4;5;4;4;3;4;3;4;4;4;overall good
13/07/2025 01.20;Bogor Tengah;Male;62;1;3;3;3;4;4;3;3;4;3;3;4;4;3;overall good
01/07/2025 10.56;Bogor Timur;Female;38;9;4;4;4;4;4;4;4;4;4;3;4;4;3;overall good
05/07/2025 02.59;Bogor Selatan;Male;55;8;4;3;3;3;4;3;3;3;4;4;3;4;3;overall good
08/07/2025 22.04;Yasmin;Female;29;8;3;4;3;3;4;3;4;3;3;4;3;4;4;overall good
03/07/2025 17.05;Dramaga;Male;42;9;4;3;3;4;3;3;3;4;3;4;3;4;3;overall good
02/07/2025 00.42;Cijeruk;Female;65;9;4;3;4;3;3;4;4;4;3;2;4;3;4;improve Complaint Handling
25/07/2025 19.59;Bogor Barat;Male;27;7;4;4;5;4;4;3;5;3;5;4;4;4;4;overall good
02/07/2025 03.57;Gunung Putri;Female;30;9;3;4;4;3;4;4;3;3;4;4;3;5;4;overall good
14/07/2025 22.12;Cibinong;Male;48;10;4;4;4;4;5;4;5;4;4;5;4;4;4;overall good
24/07/2025 21.00;Cibinong;Female;64;9;4;4;4;3;4;4;4;4;3;4;5;4;4;overall good
18/07/2025 08.17;Baranangsiang;Male;28;10;4;3;3;4;4;4;4;3;4;3;4;3;3;overall good
05/07/2025 02.48;Bogor Timur;Female;60;10;3;4;3;3;4;4;4;4;3;3;4;3;3;overall good
26/07/2025 18.03;Bogor Barat;Male;59;10;3;4;4;4;4;4;4;4;4;3;3;3;4;overall good
08/07/2025 07.01;Ciomas;Female;59;10;4;4;4;4;4;4;4;4;4;4;4;4;4;overall good
06/07/2025 01.04;Dramaga;Male;60;2;4;4;3;4;4;5;3;4;3;3;4;3;3;overall good
04/07/2025 16.58;Cileungsi;Female;52;8;4;3;4;4;4;4;3;5;4;3;4;4;4;overall good
16/07/2025 13.07;Bogor Tengah;Male;30;7;4;4;3;4;4;4;4;3;3;4;4;4;3;overall good
04/07/2025 06.25;Tanah Sareal;Female;45;10;4;4;4;4;4;4;3;4;3;4;3;4;3;overall good
08/07/2025 00.33;Bogor Selatan;Male;57;10;4;3;3;4;5;5;3;4;3;4;4;4;4;overall good
19/07/2025 16.34;Bogor Timur;Female;41;1;4;5;4;4;4;4;5;4;5;4;4;4;3;overall good
21/07/2025 02.16;Bojonggede;Male;41;8;4;4;3;3;3;3;3;4;3;4;3;3;4;overall good
19/07/2025 14.26;Kemang;Female;61;9;4;4;4;4;4;4;4;5;4;4;3;4;4;overall good
26/07/2025 20.22;Gunung Putri;Male;56;8;3;4;4;4;4;4;4;4;5;3;4;4;3;overall good
26/07/2025 13.56;Cijeruk;Female;35;8;3;4;4;3;3;4;3;4;4;3;3;3;2;improve Transaction Speed
05/08/2025 05.39;Sukaraja;Male;65;1;4;4;3;4;4;4;4;4;3;4;4;5;5;overall good
18/08/2025 14.13;Cibinong;Female;44;9;3;4;4;4;4;4;3;4;4;3;4;3;5;overall good
03/08/2025 21.24;Cijeruk;Male;51;0;4;3;4;3;3;3;3;4;4;4;4;4;3;overall good
07/08/2025 18.21;Bojonggede;Female;44;6;3;3;4;4;3;4;4;4;3;4;4;4;4;overall good
12/08/2025 18.31;Dramaga;Male;50;10;4;3;4;4;5;3;4;4;4;4;4;4;3;overall good
06/08/2025 16.35;Yasmin;Female;35;9;4;4;4;4;3;4;4;4;4;3;4;3;3;overall good
19/08/2025 01.02;Tanah Sareal;Male;45;8;4;4;4;4;4;4;4;3;3;4;3;5;3;overall good
24/08/2025 03.32;Bogor Barat;Female;65;9;5;4;4;3;4;5;4;4;5;4;4;4;4;overall good
07/08/2025 20.36;Kemang;Male;31;10;4;4;3;4;3;3;3;2;3;3;3;2;4;improve Customer Service, Staff Friendliness
08/08/2025 06.25;Bogor Timur;Female;36;10;4;4;4;3;4;4;3;4;4;5;4;3;3;overall good
23/08/2025 19.48;Baranangsiang;Male;51;8;5;4;4;4;4;3;5;4;5;4;4;4;5;overall good
14/08/2025 22.06;Gunung Putri;Female;42;9;4;4;4;3;3;3;4;4;4;4;3;4;4;overall good
30/08/2025 07.54;Bogor Selatan;Male;30;9;4;5;4;4;4;4;3;4;4;4;4;4;5;overall good
21/08/2025 13.33;Baranangsiang;Female;53;10;4;4;4;4;4;4;4;3;3;5;4;2;4;improve Staff Friendliness
28/08/2025 18.30;Babakan Madang;Male;56;2;3;4;4;4;5;4;4;4;4;3;4;4;3;overall good
08/08/2025 14.41;Ciawi;Female;40;8;4;4;4;5;4;5;4;4;4;4;4;5;4;overall good
11/08/2025 06.50;Cileungsi;Male;26;7;4;4;4;4;3;3;4;3;4;3;3;5;4;overall good
09/08/2025 22.01;Leuwiliang;Female;60;10;4;4;4;4;4;5;3;4;4;5;5;4;4;overall good
23/08/2025 17.46;Cijeruk;Male;59;6;4;4;4;4;4;3;4;4;4;4;4;3;3;overall good
19/08/2025 11.16;Caringin;Female;41;8;4;4;4;5;4;4;4;5;4;4;4;3;4;overall good
21/08/2025 14.15;Baranangsiang;Male;24;5;4;4;4;4;5;5;4;3;5;5;4;4;5;overall good
18/08/2025 14.34;Yasmin;Female;38;9;4;5;5;5;4;4;4;4;4;4;4;5;4;overall good
08/08/2025 21.37;Kemang;Male;42;10;4;3;3;4;3;4;3;4;4;4;3;4;4;overall good
16/08/2025 00.09;Cijeruk;Female;27;9;3;3;3;3;3;4;3;4;3;3;3;4;4;overall good
12/08/2025 16.00;Yasmin;Male;56;9;5;4;4;4;4;4;4;4;4;4;4;4;4;overall good
03/08/2025 04.16;Cileungsi;Female;26;4;4;4;5;4;4;5;4;4;5;4;4;5;5;overall good
05/08/2025 12.35;Sukaraja;Male;51;10;4;4;4;5;4;4;4;4;4;3;4;3;4;overall good
14/08/2025 17.01;Dramaga;Female;21;6;4;3;3;3;4;4;4;3;4;3;3;4;4;overall good
18/08/2025 06.34;Leuwiliang;Male;53;10;4;5;4;4;4;5;4;5;4;4;4;5;3;overall good
20/08/2025 18.31;Tanah Sareal;Female;65;8;4;3;4;3;3;4;4;4;4;3;5;4;4;overall good
02/08/2025 03.35;Ciawi;Male;27;7;3;4;3;3;2;4;4;3;3;3;3;3;3;improve ATM Service
15/08/2025 02.00;Sukaraja;Female;45;9;4;4;5;5;4;4;4;3;4;4;4;4;4;overall good
31/08/2025 09.17;Baranangsiang;Male;30;7;4;4;4;4;4;3;4;4;3;4;3;5;4;overall good
08/08/2025 19.38;Bogor Timur;Female;35;7;5;4;4;3;4;5;4;4;3;5;5;3;4;overall good
22/08/2025 17.21;Ciawi;Male;54;8;5;4;4;5;4;5;4;4;4;4;4;4;4;overall good
02/08/2025 22.37;Tanah Sareal;Female;42;10;5;3;5;4;5;5;5;4;4;4;4;5;4;overall good
08/08/2025 09.33;Leuwiliang;Male;36;9;3;3;3;4;3;3;3;3;4;4;4;3;4;overall good
01/08/2025 17.24;Sukaraja;Female;61;0;3;3;3;3;3;3;5;4;4;4;3;3;3;overall good
25/08/2025 05.16;Tanah Sareal;Male;40;7;3;4;4;4;4;4;4;4;4;3;4;4;3;overall good
08/08/2025 20.07;Bogor Selatan;Female;50;10;4;4;3;4;3;4;3;5;3;4;4;3;4;overall good
05/08/2025 07.57;Bogor Timur;Male;38;8;4;4;4;4;4;4;4;4;4;4;4;5;5;overall good
13/08/2025 12.31;Bogor Timur;Female;32;3;3;4;3;3;3;2;3;3;3;3;3;3;3;improve Mobile Banking
07/08/2025 19.37;Caringin;Male;37;8;5;4;5;5;3;3;4;5;4;3;4;3;4;overall good
14/08/2025 21.56;Bogor Selatan;Female;57;8;4;4;4;3;3;4;3;3;3;3;3;2;4;improve Staff Friendliness
07/08/2025 06.16;Leuwiliang;Male;47;5;4;4;3;4;4;3;3;4;4;4;2;3;3;improve Branch Cleanliness
19/08/2025 03.22;Babakan Madang;Female;44;8;4;4;3;4;4;3;4;4;4;4;4;3;4;overall good
13/08/2025 18.12;Bogor Timur;Male;64;10;4;4;3;3;4;3;4;4;2;4;3;4;3;improve Loan Application
12/08/2025 21.13;Bogor Barat;Female;60;0;4;4;4;4;4;4;4;4;4;5;4;3;4;overall good
15/08/2025 02.38;Cijeruk;Male;21;9;4;4;4;3;5;4;4;4;4;4;4;4;3;overall good
11/08/2025 19.52;Leuwiliang;Female;31;7;3;3;4;4;4;4;3;4;4;2;3;3;3;improve Complaint Handling
23/08/2025 14.47;Leuwiliang;Male;50;8;4;3;4;4;4;4;4;5;4;3;4;4;4;overall good
06/08/2025 07.07;Babakan Madang;Female;62;10;5;4;4;4;4;5;4;5;5;5;5;4;4;overall good
22/08/2025 00.36;Bogor Timur;Male;32;8;4;3;4;5;4;4;4;3;4;3;4;4;3;overall good
17/08/2025 14.57;Yasmin;Female;46;10;3;3;3;4;4;3;5;4;4;3;4;4;4;overall good
06/08/2025 13.11;Kemang;Male;52;10;5;4;4;4;5;4;5;5;3;5;5;4;4;overall good
23/08/2025 19.33;Cileungsi;Female;50;9;4;4;4;4;4;4;5;3;4;3;3;4;4;overall good
30/08/2025 04.18;Tanah Sareal;Male;61;9;4;4;4;3;4;4;4;4;4;4;4;3;4;overall good
21/08/2025 21.06;Leuwiliang;Female;24;2;4;3;4;4;4;4;4;4;5;3;4;4;4;overall good
21/08/2025 12.44;Caringin;Male;34;9;4;5;4;5;5;4;5;4;5;4;3;2;4;improve Staff Friendliness
07/08/2025 21.08;Cileungsi;Female;37;7;4;4;4;4;4;4;3;4;4;5;4;4;4;overall good
22/08/2025 21.56;Bogor Timur;Male;38;8;3;3;4;4;3;3;4;3;3;3;4;3;4;overall good
09/08/2025 22.28;Gunung Putri;Female;54;10;4;4;3;2;4;3;4;3;4;4;3;3;3;improve Account Opening
17/08/2025 14.28;Bogor Barat;Male;26;3;4;4;4;4;3;4;4;4;3;3;4;4;5;overall good
24/08/2025 09.08;Dramaga;Female;31;10;4;4;3;4;4;4;4;4;4;5;4;4;4;overall good
22/08/2025 04.53;Caringin;Male;55;7;4;4;3;4;4;5;4;3;4;4;4;4;4;overall good
28/08/2025 05.30;Bojonggede;Female;65;7;3;3;4;4;3;3;4;4;4;4;4;3;4;overall good
16/08/2025 17.10;Kemang;Male;33;9;4;4;4;3;3;3;4;3;5;4;4;3;4;overall good
08/08/2025 03.50;Ciomas;Female;21;10;4;3;4;4;4;4;4;5;5;4;4;4;5;overall good
13/08/2025 18.11;Caringin;Male;41;10;4;4;4;5;4;4;4;4;5;4;4;4;4;overall good
07/08/2025 02.28;Ciawi;Female;21;6;3;4;4;4;4;4;3;4;4;3;4;3;5;overall good
02/08/2025 18.30;Babakan Madang;Male;61;0;4;4;4;3;4;4;4;3;4;4;4;3;4;overall good
30/08/2025 04.08;Yasmin;Female;33;9;4;4;4;3;4;4;4;3;3;4;4;4;3;overall good
29/08/2025 00.03;Leuwiliang;Male;34;9;4;4;4;4;4;4;4;4;4;4;4;3;4;overall good
15/08/2025 15.47;Bogor Tengah;Female;44;0;4;4;4;5;4;4;4;4;4;4;4;4;4;overall good
25/08/2025 05.31;Dramaga;Male;53;0;4;5;4;3;3;4;4;4;4;4;3;4;3;overall good
27/08/2025 08.01;Babakan Madang;Female;47;10;4;3;4;4;3;3;4;3;4;5;4;4;4;overall good
06/08/2025 12.05;Gunung Putri;Male;54;2;4;3;4;3;4;4;4;4;4;4;4;3;4;overall good
27/08/2025 20.00;Baranangsiang;Female;50;9;4;4;4;5;4;5;5;5;4;4;3;4;4;overall good
14/08/2025 20.04;Kemang;Male;31;8;4;4;4;3;4;3;4;4;5;4;4;4;4;overall good
05/08/2025 06.05;Gunung Putri;Female;61;9;4;4;4;4;5;3;3;4;4;3;5;3;4;overall good
06/08/2025 00.47;Bogor Selatan;Male;26;8;4;4;4;5;3;4;4;4;4;3;5;4;4;overall good
31/08/2025 18.06;Caringin;Female;60;0;3;3;4;4;4;4;4;3;3;4;4;4;4;overall good
15/08/2025 01.45;Babakan Madang;Male;53;7;3;4;3;4;4;3;3;4;4;4;5;4;3;overall good
27/08/2025 18.38;Gunung Putri;Female;34;10;4;4;4;4;3;4;5;4;4;4;3;4;4;overall good
07/08/2025 00.59;Leuwiliang;Male;28;10;4;3;3;3;3;3;3;4;4;4;3;3;3;overall good
01/08/2025 08.51;Bojonggede;Female;50;8;3;4;4;4;3;4;4;4;3;3;4;3;3;overall good
13/08/2025 20.09;Bojonggede;Male;35;8;4;3;4;4;3;4;3;3;4;3;3;4;5;overall good
21/08/2025 02.59;Dramaga;Female;47;7;4;4;4;4;5;4;4;4;5;4;4;4;4;overall good
26/08/2025 04.38;Bogor Barat;Male;21;10;5;5;5;5;4;5;5;5;4;4;5;5;5;overall good
12/08/2025 17.45;Kemang;Female;41;10;5;5;4;4;3;4;3;5;5;3;4;5;4;overall good
03/08/2025 12.05;Cijeruk;Male;46;10;3;3;4;3;3;3;3;3;4;3;3;4;4;overall good
09/08/2025 10.23;Sukaraja;Female;48;10;5;4;4;4;4;4;4;4;4;4;4;4;4;overall good
12/08/2025 05.05;Leuwiliang;Male;41;8;3;4;3;3;3;3;4;3;5;4;5;4;4;overall good
31/08/2025 10.52;Bogor Selatan;Female;29;10;5;5;5;4;4;4;5;5;4;3;4;4;4;overall good
10/08/2025 21.24;Cileungsi;Male;56;10;3;4;3;4;3;3;4;3;3;4;3;3;3;overall good
31/08/2025 12.42;Bogor Timur;Female;26;9;4;4;5;4;4;4;4;4;4;4;4;4;4;overall good
28/08/2025 18.11;Sukaraja;Male;30;9;4;4;3;4;3;4;4;4;4;3;4;4;4;overall good
23/08/2025 00.36;Leuwiliang;Female;22;7;4;5;4;4;4;4;4;5;4;4;5;4;4;overall good
15/08/2025 09.56;Bojonggede;Male;32;9;4;4;4;5;3;4;4;4;4;4;4;5;5;overall good
19/08/2025 08.31;Yasmin;Female;55;5;4;4;4;3;4;4;3;4;4;3;3;4;4;overall good
07/08/2025 23.30;Cileungsi;Male;63;9;4;4;4;5;4;4;4;4;4;3;4;5;4;overall good
06/08/2025 00.29;Bogor Tengah;Female;61;6;4;4;4;4;3;4;3;4;4;3;4;4;3;overall good
06/08/2025 04.45;Bogor Selatan;Male;50;0;4;4;3;4;3;3;3;3;4;3;4;4;4;overall good
05/08/2025 12.05;Tanah Sareal;Female;39;9;4;4;3;3;4;4;4;3;4;4;4;3;4;overall good
11/08/2025 02.18;Bogor Timur;Male;52;6;4;5;4;4;4;3;5;4;4;4;4;3;4;overall good
21/08/2025 02.02;Leuwiliang;Female;27;7;4;4;4;5;4;4;3;5;4;3;4;4;3;overall good
11/08/2025 05.00;Bogor Timur;Male;52;7;5;4;5;5;4;5;5;5;4;4;4;5;4;overall good
22/08/2025 21.18;Gunung Putri;Female;45;5;4;4;4;4;5;4;4;4;4;4;3;4;4;overall good
28/08/2025 12.56;Baranangsiang;Male;32;9;4;5;4;3;4;4;4;4;4;4;4;4;4;overall good
17/08/2025 20.01;Kemang;Female;23;10;4;3;3;3;3;2;3;3;3;3;4;3;4;improve Mobile Banking
08/08/2025 16.32;Caringin;Male;60;7;3;3;4;3;4;3;3;4;5;3;4;3;3;overall good
30/08/2025 10.10;Ciawi;Female;37;1;4;4;4;5;4;3;4;5;5;4;4;5;4;overall good
11/08/2025 12.00;Bogor Tengah;Male;55;9;3;3;5;4;3;4;4;4;3;3;4;3;3;overall good
16/08/2025 21.36;Bojonggede;Female;28;0;4;4;4;3;4;3;4;4;4;4;3;3;4;overall good
13/08/2025 23.45;Tanah Sareal;Male;35;9;4;3;4;3;4;3;4;4;3;4;4;3;4;overall good
17/08/2025 22.05;Cileungsi;Female;51;9;3;4;3;4;3;3;4;3;3;3;2;4;3;improve Branch Cleanliness
22/08/2025 04.02;Cijeruk;Male;62;10;4;3;3;5;4;5;4;4;4;4;5;4;3;overall good
09/08/2025 09.30;Ciawi;Female;46;2;4;3;4;5;3;4;4;4;3;4;4;4;4;overall good
14/08/2025 15.29;Yasmin;Male;64;5;4;5;5;3;4;3;4;4;4;5;3;4;4;overall good
09/08/2025 00.59;Leuwiliang;Female;27;8;4;3;3;5;3;5;3;3;3;4;4;4;4;overall good
21/08/2025 13.41;Yasmin;Male;52;10;4;4;3;4;5;4;3;3;4;4;3;4;5;overall good
30/08/2025 11.33;Kemang;Female;38;7;5;4;4;4;4;4;4;5;3;3;5;4;3;overall good
19/08/2025 03.41;Leuwiliang;Male;48;10;4;4;4;3;4;4;4;3;4;4;4;5;4;overall good
25/08/2025 19.46;Bogor Timur;Female;49;9;4;4;4;4;4;5;4;5;4;4;4;4;4;overall good
20/08/2025 08.03;Cileungsi;Male;58;10;4;4;4;4;4;4;4;4;4;4;4;5;3;overall good
21/08/2025 20.16;Bogor Tengah;Female;28;10;3;4;4;4;5;4;4;4;5;4;4;3;4;overall good
19/08/2025 01.00;Baranangsiang;Male;43;9;4;4;4;5;5;5;4;5;4;4;5;4;4;overall good
